AISHE code,College Name,State,District,web url,Year of established,Location Type(Rural/Urban),Institute Type,NAAC Grade,Accreditation,NIRF Rank,Address,Email,Phone,Description,Logo URL,Status,Verification Notes / Sources
C-16527,R.M.D Engineering College,Tamil Nadu,Thiruvallur,www.rmd.ac.in,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"R.M.D Engineering College, Thiruvallur District, Tamil Nadu",NULL,NULL,"R.M.D Engineering College is a technical education institution located in Thiruvallur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.rmd.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-16497,R M K College of Engineering and Technology,Tamil Nadu,Thiruvallur,www.rmkcet.ac.in,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"R M K College of Engineering and Technology, Thiruvallur District, Tamil Nadu",NULL,NULL,"R M K College of Engineering and Technology is a technical education institution located in Thiruvallur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.rmkcet.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-16614,R.M.K Engineering College,Tamil Nadu,Thiruvallur,www.rmkec.ac.in,1995,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"R.M.K Engineering College, Thiruvallur District, Tamil Nadu",NULL,NULL,"R.M.K Engineering College is a technical education institution located in Thiruvallur District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.rmkec.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-36411,Sacred Heart College(autonomous)Thirupattur,Tamil Nadu,Tirupathur,www.shctpt.edu,1951,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Thiruvalluvar University,NULL,"Sacred Heart College(autonomous)Thirupattur, Tirupathur District, Tamil Nadu",NULL,NULL,"Sacred Heart College(autonomous)Thirupattur is an undergraduate and postgraduate higher education institution located in Tirupathur District, Tamil Nadu, affiliated with Thiruvalluvar University.",NULL,active,Official College Portal (www.shctpt.edu); Thiruvalluvar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-41191,"Sadakathullah Appa College, Rahmath Nagar, Palayamkottai,",Tamil Nadu,Tirunelveli,www.sadakath.ac.in,1971,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Manonmaniam Sundaranar University,NULL,"Sadakathullah Appa College, Rahmath Nagar, Palayamkottai,, Tirunelveli District, Tamil Nadu",NULL,NULL,"Sadakathullah Appa College, Rahmath Nagar, Palayamkottai, is an undergraduate and postgraduate higher education institution located in Tirunelveli District, Tamil Nadu, affiliated with Manonmaniam Sundaranar University.",NULL,active,Official College Portal (www.sadakath.ac.in); Manonmaniam Sundaranar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-41180,"Sarah Tucker College, Perumalpuram, Palayamkottai",Tamil Nadu,Tirunelveli,www.sarahtuckercollege.edu.in,1895,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Manonmaniam Sundaranar University,NULL,"Sarah Tucker College, Perumalpuram, Palayamkottai, Tirunelveli District, Tamil Nadu",NULL,NULL,"Sarah Tucker College, Perumalpuram, Palayamkottai is an undergraduate and postgraduate higher education institution located in Tirunelveli District, Tamil Nadu, affiliated with Manonmaniam Sundaranar University.",NULL,active,Official College Portal (www.sarahtuckercollege.edu.in); Manonmaniam Sundaranar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36488,SARASWATHI NARAYANAN COLLEGE,Tamil Nadu,Madurai,www.sncollegemadurai.org,1966,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"SARASWATHI NARAYANAN COLLEGE, Madurai District, Tamil Nadu",NULL,NULL,"SARASWATHI NARAYANAN COLLEGE is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.sncollegemadurai.org); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-16590,Saveetha Engineering College,Tamil Nadu,Kancheepuram,www.saveetha.ac.in,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Saveetha Engineering College, Kancheepuram District, Tamil Nadu",NULL,NULL,"Saveetha Engineering College is a technical education institution located in Kancheepuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.saveetha.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-41189,"Scott Christian College, Nagercoil",Tamil Nadu,Kanniyakumari,www.scott.ac.in,1893,Urban,Arts and Science College,A+,Recognized under UGC Act; Affiliated with Manonmaniam Sundaranar University,"Rank 50 (Colleges, NIRF 2024)","Scott Christian College, Nagercoil, Kanniyakumari District, Tamil Nadu",scottchristian1809@gmail.com,04652-235242,"Scott Christian College, Nagercoil is an undergraduate and postgraduate higher education institution located in Kanniyakumari District, Tamil Nadu, affiliated with Manonmaniam Sundaranar University.",https://scottchristian.org/,active,Official College Portal (www.scott.ac.in); Manonmaniam Sundaranar University Affiliated Colleges Directory; UGC List of Approved Colleges; Official Scott Christian College Portal (scottchristian.org); MoE NIRF 2024; NAAC Accredited
C-35889,"Seethalakshmi Ramaswami College, Tiruchirappalli",Tamil Nadu,Tiruchirappalli,www.srcollege.edu.in,1951,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"Seethalakshmi Ramaswami College, Tiruchirappalli, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"Seethalakshmi Ramaswami College, Tiruchirappalli is an undergraduate and postgraduate higher education institution located in Tiruchirappalli District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.srcollege.edu.in); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-9522,Selvamm Arts &amp; Science College,Tamil Nadu,Namakkal,https://selvamarts.edu.in/,2000,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Periyar University,NULL,"Selvamm Arts &amp; Science College, Namakkal District, Tamil Nadu",NULL,NULL,"Selvamm Arts &amp; Science College is an undergraduate and postgraduate higher education institution located in Namakkal District, Tamil Nadu, affiliated with Periyar University.",NULL,active,Official College Portal (https://selvamarts.edu.in/); Periyar University Affiliated Colleges Directory; UGC List of Approved Colleges
C-35824,"Sengamala Thayaar Educational Trust Women's College, Mannargudi",Tamil Nadu,Thiruvarur,www.stet.edu.in,1994,Rural,College of Education,NULL,Recognized by National Council for Teacher Education (NCTE); Affiliated with Tamil Nadu Teachers Education University (TNTEU),NULL,"Sengamala Thayaar Educational Trust Women's College, Mannargudi, Thiruvarur District, Tamil Nadu",NULL,NULL,"Sengamala Thayaar Educational Trust Women's College, Mannargudi is a teacher education institution located in Thiruvarur District, Tamil Nadu, recognized by NCTE and affiliated with Tamil Nadu Teachers Education University (TNTEU), Chennai.",NULL,active,Official College Portal (www.stet.edu.in); NCTE Southern Regional Committee Directory; TNTEU Affiliation Records
C-36966,Sengunthar Engineering College,Tamil Nadu,Namakkal,www.scteng.co.in,2001,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Sengunthar Engineering College, Namakkal District, Tamil Nadu",NULL,NULL,"Sengunthar Engineering College is a technical education institution located in Namakkal District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.scteng.co.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-37087,Shree Venkateshwara Hi-Tech Engineering College,Tamil Nadu,Erode,www.svhec.com,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Shree Venkateshwara Hi-Tech Engineering College, Erode District, Tamil Nadu",NULL,NULL,"Shree Venkateshwara Hi-Tech Engineering College is a technical education institution located in Erode District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.svhec.com); Anna University Affiliated Colleges Directory; AICTE Portal
C-37028,Sona College of Technology,Tamil Nadu,Salem,www.sonatech.ac.in,1997,Urban,Engineering College,A,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai","Rank-band 151-200 (Engineering, NIRF 2024)","Sona College of Technology, Salem District, Tamil Nadu",info@sonatech.ac.in,0427-4099999,"Sona College of Technology is a technical education institution located in Salem District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",https://www.sonatech.ac.in/,active,Official Institution Website (www.sonatech.ac.in); Anna University Affiliated Colleges Directory; AICTE Portal; Official Sona College of Technology Portal (sonatech.ac.in); MoE NIRF 2024; NAAC Accredited
C-36508,SOURASHTRA COLLEGE,Tamil Nadu,Madurai,www.sourashtracollege.com,1967,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"SOURASHTRA COLLEGE, Madurai District, Tamil Nadu",NULL,NULL,"SOURASHTRA COLLEGE is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.sourashtracollege.com); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36526,SRI KALISWARI COLLEGE,Tamil Nadu,Virudhunagar,www.kaliswaricollege.edu.in,2000,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"SRI KALISWARI COLLEGE, Virudhunagar District, Tamil Nadu",NULL,NULL,"SRI KALISWARI COLLEGE is an undergraduate and postgraduate higher education institution located in Virudhunagar District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.kaliswaricollege.edu.in); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-35810,"Srimad Andavan Arts &amp; Science College, Thiruvanaikoil, Tiruchirappalli",Tamil Nadu,Tiruchirappalli,www.andavancollege.ac.in,1996,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Bharathidasan University,NULL,"Srimad Andavan Arts &amp; Science College, Thiruvanaikoil, Tiruchirappalli, Tiruchirappalli District, Tamil Nadu",NULL,NULL,"Srimad Andavan Arts &amp; Science College, Thiruvanaikoil, Tiruchirappalli is an undergraduate and postgraduate higher education institution located in Tiruchirappalli District, Tamil Nadu, affiliated with Bharathidasan University.",NULL,active,Official College Portal (www.andavancollege.ac.in); Bharathidasan University Affiliated Colleges Directory; UGC List of Approved Colleges
C-36575,SRI MEENAKSHI GOVERNMENT ARTS COLLEGE FOR WOMEN (AUTONOMOUS),Tamil Nadu,Madurai,www.smgacw.org,1965,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Madurai Kamaraj University,NULL,"SRI MEENAKSHI GOVERNMENT ARTS COLLEGE FOR WOMEN (AUTONOMOUS), Madurai District, Tamil Nadu",NULL,NULL,"SRI MEENAKSHI GOVERNMENT ARTS COLLEGE FOR WOMEN (AUTONOMOUS) is an undergraduate and postgraduate higher education institution located in Madurai District, Tamil Nadu, affiliated with Madurai Kamaraj University.",NULL,active,Official College Portal (www.smgacw.org); Madurai Kamaraj University Affiliated Colleges Directory; UGC List of Approved Colleges
C-16547,Sri Sairam Engineering College,Tamil Nadu,Kancheepuram,www.sairam.edu.in,1995,Rural,Engineering College,A+,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai","Rank-band 101-150 (Engineering, NIRF 2024)","Sri Sairam Engineering College, Kancheepuram District, Tamil Nadu",sairam@sairam.edu.in,044-22512222,"Sri Sairam Engineering College is a technical education institution located in Kancheepuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",https://sairam.edu.in/,active,Official Institution Website (www.sairam.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal; Official Sri Sairam Engineering College Portal (sairam.edu.in); MoE NIRF 2024; NAAC Accredited
C-16476,Sri Sai Ram Institute of Technology,Tamil Nadu,Kancheepuram,www.sairamit.edu.in,2008,Rural,Engineering College,NULL,"Approved by AICTE, New Delhi; Affiliated with Anna University, Chennai",NULL,"Sri Sai Ram Institute of Technology, Kancheepuram District, Tamil Nadu",NULL,NULL,"Sri Sai Ram Institute of Technology is a technical education institution located in Kancheepuram District, Tamil Nadu, approved by AICTE and affiliated with Anna University, Chennai.",NULL,active,Official Institution Website (www.sairamit.edu.in); Anna University Affiliated Colleges Directory; AICTE Portal
C-43987,Sri Sankara Arts and Science College,Tamil Nadu,Kancheepuram,www.sankaracollege.edu.in,1991,Rural,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with University of Madras,NULL,"Sri Sankara Arts and Science College, Kancheepuram District, Tamil Nadu",NULL,NULL,"Sri Sankara Arts and Science College is an undergraduate and postgraduate higher education institution located in Kancheepuram District, Tamil Nadu, affiliated with University of Madras.",NULL,active,Official College Portal (www.sankaracollege.edu.in); University of Madras Affiliated Colleges Directory; UGC List of Approved Colleges
C-9552,Sri Sarada College for Women (Autonomous),Tamil Nadu,Salem,www.srisaradacollege.ac.in,1961,Urban,Arts and Science College,NULL,Recognized under UGC Act; Affiliated with Periyar University,NULL,"Sri Sarada College for Women (Autonomous), Salem District, Tamil Nadu",NULL,NULL,"Sri Sarada College for Women (Autonomous) is an undergraduate and postgraduate higher education institution located in Salem District, Tamil Nadu, affiliated with Periyar University.",NULL,active,Official College Portal (www.srisaradacollege.ac.in); Periyar University Affiliated Colleges Directory; UGC List of Approved Colleges
